Player,Ht,Wt,Pos,GP,MP,RY,LY,EXP,PTS,ORB,DRB,TRB,AST,STL,BLK,2PM,2PA,3PM,3PA,FTM,FTA,TOV,PF,HOF
Wayne Ellington,193,90,SG,593,12043,2010,2017,8,4483,200,1058,1258,664,296,37,987,2229,695,1835,424,494,403,637,0
Brian Scalabrine,206,109,PF,520,6772,2002,2012,11,1594,275,759,1034,436,157,121,410,989,180,523,234,299,341,819,0
Tyson Chandler,216,108,C,1033,29372,2002,2017,16,9002,3279,6397,9676,871,587,1277,3362,5650,0,10,2278,3521,1549,3020,0
Tyler Honeycutt,203,85,SF,24,120,2012,2013,2,28,6,18,24,9,4,4,10,30,1,5,5,7,7,5,0
Troy Murphy,211,111,PF,832,22239,2002,2013,12,8667,1495,4740,6235,1237,539,339,2480,5337,676,1758,1679,2152,984,2133,0
Trey Lyles,208,106,PF,151,2540,2016,2017,2,928,107,427,534,129,52,38,236,543,114,332,114,161,129,211,0
Brian Cardinal,203,111,SF,456,6477,2001,2012,12,2108,286,764,1050,465,295,69,421,975,243,653,537,624,330,890,0
Tremaine Fowlkes,203,99,SF,103,1233,2002,2005,4,301,94,134,228,54,47,6,101,237,4,20,87,110,50,146,0
Travis Leslie,193,92,SG,10,45,2012,2012,1,14,6,3,9,5,2,2,5,14,0,0,4,9,2,4,0
Trajan Langdon,190,89,SG,119,1738,2000,2002,3,647,29,130,159,152,56,14,134,312,86,217,121,133,98,179,0
Torraye Braggs,203,111,PF,37,332,2004,2005,2,86,43,47,90,14,8,4,35,73,0,0,16,24,28,62,0
Tony Mitchell,198,97,F,3,10,2014,2014,1,6,1,0,1,1,1,0,3,4,0,1,0,0,0,0,0
Brandon Roy,198,97,SG,326,11561,2007,2013,7,6136,347,1041,1388,1517,335,76,1902,3924,322,925,1366,1707,595,630,0
Brandon Ingram,206,86,SF,79,2279,2017,2017,1,740,60,257,317,166,50,36,221,499,55,187,133,214,116,158,0
Tim Quarterman,198,88,SG,16,80,2017,2017,1,31,4,10,14,11,2,3,8,16,5,13,0,3,11,6,0
Tim James,201,96,SF,43,261,2000,2002,3,68,23,23,46,11,2,9,25,76,1,3,15,23,13,33,0
Thon Maker,216,97,C,57,562,2017,2017,1,226,40,74,114,23,10,26,55,107,28,74,32,49,17,84,0
Brandon Bass,203,113,PF,758,16410,2006,2017,12,6575,1139,2309,3448,608,295,479,2546,5067,12,58,1447,1740,718,1375,0
Branden Dawson,198,102,PF,6,29,2016,2016,1,5,2,2,4,0,0,1,2,5,0,0,1,1,0,2,0
Terrence Ross,201,93,SF,465,11147,2013,2017,5,4589,167,1054,1221,450,390,157,949,1964,786,2115,333,412,387,847,0
Tayshaun Prince,206,96,SF,1157,35604,2003,2016,14,12558,1249,3657,4906,2695,648,541,4481,9593,638,1711,1682,2228,1188,1392,0
Bradley Beal,196,93,SG,324,10774,2013,2017,5,5728,248,904,1152,1003,334,97,1459,3147,663,1661,821,1032,610,688,0
Taj Gibson,206,102,PF,663,16646,2010,2017,8,6333,1532,2644,4176,650,351,777,2628,5248,7,48,1056,1516,836,1657,0
Steven Hunter,213,99,C,400,5993,2002,2010,9,1817,482,782,1264,79,49,422,735,1312,0,1,347,715,249,656,0
Steve Goodrich,208,99,SF,21,183,2001,2002,2,24,8,18,26,11,3,3,8,25,1,3,5,9,11,24,0
Stephen Zimmerman,213,108,C,19,108,2017,2017,1,23,11,24,35,4,2,5,10,31,0,0,3,5,3,17,0
Stephane Lasme,203,97,SF,32,606,2008,2008,1,166,52,54,106,6,26,44,64,142,0,0,38,64,30,70,0
Bracey Wright,211,102,SG,26,325,2006,2007,2,129,10,29,39,20,10,1,33,74,12,37,27,34,14,14,0
Soumaila Samake,213,104,C,47,303,2001,2003,3,68,32,44,76,5,2,19,28,72,0,0,12,26,6,36,0
Solomon Hill,201,102,SF,249,5847,2014,2017,4,1585,169,659,828,394,179,63,351,784,193,575,304,370,243,446,0
Boris Diaw,203,113,PF,1202,32946,2004,2017,14,10576,1446,3900,5346,4222,743,588,3828,7253,581,1693,1177,1652,2224,2596,0
Skal Labissiere,211,102,PF,33,612,2017,2017,1,289,51,111,162,27,16,13,114,210,3,8,52,74,37,64,0
Shelvin Mack,190,92,PG,413,7255,2012,2017,6,2685,93,702,795,1221,248,15,799,1655,265,821,292,395,534,504,0
Boniface N'Dong,213,89,C,23,152,2006,2006,1,50,15,22,37,7,2,5,22,52,0,1,6,9,6,23,0
Shayne Whittington,211,113,PF,27,149,2015,2016,2,68,15,26,41,9,6,3,23,45,1,8,19,25,10,25,0
Shane Battier,203,99,SF,1059,32379,2002,2014,13,9032,1363,3092,4455,1902,1057,987,1859,3807,1352,3521,1258,1699,957,2366,0
Seth Curry,188,83,PG,120,2755,2014,2017,4,1203,34,208,242,256,105,10,253,500,189,436,130,154,128,169,0
Semih Erden,213,108,C,110,1523,2011,2012,2,425,94,214,308,49,40,53,163,296,0,0,99,161,84,268,0
Sean Singletary,183,83,PG,74,606,2009,2009,1,180,20,50,70,58,22,0,42,120,20,50,36,42,46,90,0
